Product_Category,Price,Customer_Tenure_Months,Previous_Returns,Day_of_Week,Order_Hour,Delivery_Speed,Return
Books,466.77,21.0,4.0,Fri,13.0,Expedited,1
Books,52.58,37.0,1.0,Thu,18.0,Standard,0
Clothing,347.43,,8.0,Sat,14.0,SameDay,1
Toys,157.01,45.0,3.0,Fri,5.0,Standard,0
Toys,427.93,5.0,2.0,Sat,11.0,SameDay,1
Books,274.17,110.0,7.0,Sun,6.0,Expedited,0
Books,479.13,83.0,8.0,Fri,22.0,Standard,1
Toys,,51.0,1.0,Mon,17.0,Standard,0
Books,78.89,92.0,7.0,Fri,21.0,SameDay,0
Electronics,373.65,24.0,3.0,Fri,17.0,Standard,1
Home,241.17,46.0,0.0,Mon,15.0,Standard,0
Home,117.0,22.0,,Tue,0.0,SameDay,0
Toys,382.25,56.0,8.0,Thu,11.0,Expedited,1
Toys,241.11,26.0,8.0,Sat,8.0,SameDay,0
Electronics,70.57,25.0,2.0,Thu,7.0,Standard,0
Home,86.21,,,Wed,0.0,Standard,0
Home,352.36,8.0,6.0,Tue,18.0,SameDay,1
Clothing,135.42,44.0,4.0,Mon,5.0,Standard,0
Electronics,124.47,57.0,5.0,Tue,11.0,Standard,0
Toys,288.91,44.0,4.0,Tue,10.0,Standard,0
Toys,68.53,46.0,7.0,Sat,7.0,SameDay,0
Clothing,186.54,70.0,4.0,Sat,19.0,SameDay,1
Electronics,245.81,23.0,8.0,Mon,19.0,Expedited,0
Books,270.62,116.0,8.0,Mon,1.0,Standard,0
Toys,243.51,111.0,1.0,Thu,8.0,SameDay,0
Electronics,326.8,3.0,5.0,Mon,7.0,Expedited,1
Clothing,419.25,48.0,6.0,Tue,22.0,SameDay,1
Electronics,478.33,20.0,6.0,Thu,23.0,SameDay,1
Electronics,33.22,66.0,4.0,Sun,18.0,Expedited,0
Clothing,276.27,16.0,5.0,Mon,10.0,Expedited,0
Clothing,273.72,85.0,2.0,Mon,21.0,SameDay,1
Toys,275.72,60.0,2.0,Thu,6.0,Expedited,0
Home,434.34,34.0,0.0,Fri,15.0,Expedited,0
Books,9.21,100.0,9.0,Mon,23.0,SameDay,0
Toys,52.37,63.0,8.0,Sat,16.0,Standard,0
Clothing,346.59,114.0,4.0,Mon,20.0,Expedited,1
Toys,5.71,19.0,9.0,Sun,16.0,Expedited,0
Books,380.69,9.0,6.0,Mon,5.0,SameDay,1
Clothing,421.6,3.0,6.0,Sat,0.0,Expedited,1
Home,460.42,35.0,0.0,Wed,2.0,SameDay,0
Home,36.92,107.0,4.0,Wed,13.0,Expedited,0
Home,279.87,59.0,1.0,Sun,14.0,Expedited,0
Electronics,418.31,103.0,5.0,Mon,10.0,Expedited,1
Books,54.58,28.0,7.0,Mon,21.0,SameDay,0
Electronics,158.09,26.0,5.0,Thu,15.0,Standard,0
Books,274.55,84.0,6.0,Mon,23.0,Standard,0
Home,292.95,79.0,2.0,Sat,14.0,SameDay,0
Toys,166.12,54.0,1.0,Fri,4.0,Standard,0
Books,75.69,7.0,9.0,Sun,,Standard,0
Toys,456.54,54.0,5.0,Fri,21.0,Expedited,1
Clothing,209.32,23.0,,Tue,18.0,Standard,0
Electronics,251.3,28.0,4.0,Wed,0.0,SameDay,0
Clothing,137.8,86.0,,Sun,23.0,Expedited,0
Electronics,318.47,108.0,7.0,Wed,23.0,Expedited,1
Home,86.32,32.0,,Fri,20.0,Expedited,0
Toys,208.99,,8.0,Wed,3.0,Standard,0
Books,204.76,47.0,7.0,Thu,15.0,Expedited,0
Electronics,5.39,92.0,4.0,Mon,,Expedited,0
Home,245.11,86.0,9.0,Sat,18.0,SameDay,0
Home,224.87,48.0,6.0,Wed,14.0,SameDay,0
Toys,66.3,25.0,2.0,Mon,11.0,Expedited,0
Clothing,54.87,85.0,7.0,Tue,8.0,Standard,0
Toys,27.07,79.0,1.0,Thu,4.0,Expedited,0
Clothing,38.16,48.0,2.0,Wed,22.0,Expedited,0
Toys,138.09,51.0,5.0,Tue,23.0,Standard,0
Clothing,104.56,92.0,,Fri,12.0,Expedited,0
Toys,216.03,110.0,2.0,Sun,10.0,Standard,0
Clothing,181.5,78.0,4.0,Thu,23.0,Expedited,0
Toys,123.23,67.0,5.0,Thu,9.0,Expedited,0
Electronics,488.43,35.0,8.0,Mon,14.0,Expedited,1
Electronics,287.24,50.0,6.0,Thu,8.0,Standard,0
Clothing,170.76,86.0,,Mon,20.0,Expedited,0
Home,266.09,83.0,5.0,Sun,12.0,SameDay,0
Books,103.55,114.0,4.0,Thu,8.0,Standard,0
Home,409.24,32.0,2.0,Wed,,Expedited,0
Toys,120.36,116.0,7.0,Wed,8.0,Standard,0
Clothing,125.5,104.0,,Wed,10.0,Standard,0
Books,187.66,56.0,6.0,Wed,12.0,Standard,0
Toys,127.67,44.0,1.0,Thu,16.0,Expedited,0
Clothing,473.15,43.0,5.0,Wed,14.0,SameDay,1
Electronics,428.68,,9.0,Thu,8.0,SameDay,1
Electronics,335.01,5.0,9.0,Mon,13.0,Standard,1
Electronics,,90.0,,Tue,21.0,SameDay,0
Books,152.3,94.0,0.0,Mon,2.0,Standard,0
Home,479.2,57.0,7.0,Tue,7.0,Standard,1
Electronics,76.02,97.0,6.0,Sat,16.0,SameDay,0
Home,43.96,66.0,9.0,Tue,8.0,SameDay,0
Books,216.16,62.0,,Mon,4.0,SameDay,0
Books,52.05,74.0,4.0,Tue,16.0,Expedited,0
Electronics,402.49,103.0,4.0,Sun,6.0,Standard,1
Toys,284.88,,,Wed,3.0,Standard,0
Electronics,475.35,16.0,5.0,Wed,19.0,Expedited,1
Toys,463.66,60.0,0.0,Sun,20.0,Expedited,0
Toys,148.27,94.0,,Mon,0.0,SameDay,0
Toys,98.31,30.0,1.0,Mon,7.0,Standard,0
Home,216.07,26.0,0.0,Sat,,SameDay,0
Clothing,140.64,87.0,2.0,Sun,7.0,Expedited,0
Electronics,31.2,92.0,9.0,Thu,4.0,SameDay,0
Home,324.2,3.0,3.0,Sat,18.0,Standard,1
Clothing,316.03,116.0,6.0,Thu,8.0,Expedited,1
Books,71.18,68.0,,Thu,,SameDay,0
Books,,55.0,1.0,Tue,18.0,SameDay,0
Electronics,220.94,79.0,6.0,Fri,,Expedited,0
Clothing,81.65,43.0,4.0,Wed,6.0,Expedited,0
Home,57.55,44.0,,Sun,4.0,Expedited,0
Electronics,91.11,35.0,3.0,Sun,4.0,Expedited,0
Clothing,212.29,25.0,,Fri,19.0,Expedited,0
Clothing,317.7,24.0,6.0,Sun,12.0,Standard,1
Electronics,349.0,104.0,7.0,Wed,,Standard,1
Clothing,,100.0,0.0,Sat,7.0,Standard,0
Books,311.05,48.0,6.0,Mon,15.0,SameDay,1
Electronics,203.18,84.0,7.0,Sat,2.0,Expedited,0
Clothing,44.89,80.0,4.0,Mon,,Standard,0
Clothing,261.69,10.0,8.0,Fri,21.0,SameDay,1
Clothing,90.33,4.0,6.0,Wed,10.0,Standard,1
Clothing,185.46,79.0,0.0,Thu,5.0,Expedited,0
Electronics,346.19,90.0,,Mon,6.0,Standard,1
Toys,28.65,11.0,3.0,Wed,13.0,Standard,0
Toys,319.4,40.0,0.0,Fri,1.0,Expedited,0
Home,280.16,47.0,1.0,Wed,3.0,SameDay,0
Clothing,468.29,107.0,4.0,Fri,20.0,Standard,1
Home,447.29,4.0,8.0,Tue,1.0,SameDay,1
Books,,30.0,2.0,Mon,9.0,Expedited,0
Clothing,437.44,5.0,,Wed,17.0,SameDay,1
Home,489.97,102.0,5.0,Fri,1.0,Expedited,1
Clothing,315.96,,1.0,Wed,2.0,Expedited,0
Home,212.39,51.0,2.0,Tue,4.0,SameDay,0
Books,111.3,34.0,4.0,Wed,16.0,Standard,0
Home,114.51,20.0,2.0,Tue,21.0,Expedited,0
Home,473.72,9.0,8.0,Wed,9.0,Expedited,1
Electronics,96.84,27.0,3.0,Fri,11.0,Expedited,0
Toys,110.8,53.0,4.0,Tue,5.0,Expedited,0
Clothing,284.14,78.0,2.0,Sun,20.0,SameDay,1
Clothing,296.92,72.0,,Tue,,Expedited,0
Electronics,181.2,96.0,8.0,Tue,23.0,Standard,0
Books,244.48,54.0,1.0,Tue,14.0,SameDay,0
Books,309.6,86.0,1.0,Sat,2.0,Expedited,0
Books,,56.0,7.0,Wed,15.0,SameDay,0
Toys,431.2,27.0,9.0,Thu,0.0,Expedited,1
Electronics,455.95,6.0,7.0,Tue,23.0,Standard,1
Books,286.76,68.0,2.0,Sun,3.0,Standard,0
Home,290.61,2.0,7.0,Mon,21.0,SameDay,1
Clothing,204.81,18.0,1.0,Tue,19.0,Standard,0
Books,325.88,114.0,8.0,Sat,12.0,Standard,1
Toys,205.46,11.0,2.0,Thu,12.0,Standard,0
Toys,54.25,80.0,0.0,Wed,7.0,SameDay,0
Clothing,64.09,57.0,1.0,Sat,14.0,Standard,0
Home,124.55,119.0,6.0,Mon,16.0,Expedited,0
Toys,189.16,89.0,0.0,Thu,21.0,Standard,0
Home,407.79,29.0,8.0,Wed,0.0,Expedited,1
Books,285.86,102.0,,Fri,3.0,SameDay,0
Home,163.67,6.0,5.0,Wed,13.0,Expedited,0
Home,472.3,61.0,9.0,Fri,3.0,Expedited,1
Toys,224.3,95.0,0.0,Tue,14.0,Expedited,0
Toys,337.33,39.0,,Sat,17.0,Expedited,0
Toys,198.91,24.0,,Thu,0.0,Standard,0
Clothing,51.36,81.0,7.0,Thu,23.0,SameDay,1
Electronics,273.17,102.0,9.0,Tue,22.0,Expedited,0
Clothing,266.65,41.0,4.0,Fri,11.0,Standard,0
Home,395.98,27.0,5.0,Mon,6.0,SameDay,1
Toys,355.08,21.0,8.0,Sun,11.0,Expedited,1
Electronics,180.44,,4.0,Mon,6.0,Standard,0
Electronics,117.25,89.0,3.0,Mon,16.0,SameDay,0
Electronics,102.14,,6.0,Mon,15.0,Standard,0
Books,355.91,74.0,6.0,Thu,13.0,SameDay,1
Books,129.84,12.0,8.0,Fri,18.0,Standard,0
Toys,385.45,,7.0,Wed,0.0,SameDay,1
Electronics,82.83,45.0,7.0,Thu,23.0,SameDay,0
Books,24.01,39.0,3.0,Thu,20.0,SameDay,0
Electronics,161.65,10.0,2.0,Fri,11.0,Expedited,0
Home,37.48,101.0,,Sat,12.0,SameDay,0
Toys,466.09,85.0,6.0,Sat,13.0,Expedited,1
Electronics,135.46,110.0,4.0,Thu,2.0,Expedited,0
Clothing,249.83,26.0,9.0,Wed,5.0,Standard,0
Books,468.4,49.0,1.0,Wed,11.0,Standard,0
Toys,205.83,24.0,1.0,Fri,14.0,SameDay,0
Books,11.44,19.0,6.0,Sat,7.0,SameDay,0
Home,315.84,104.0,0.0,Sun,14.0,SameDay,0
Toys,101.42,67.0,2.0,Wed,13.0,SameDay,0
Electronics,156.18,89.0,9.0,Sat,15.0,Standard,0
Home,493.35,103.0,1.0,Sun,5.0,Expedited,0
Books,39.47,53.0,9.0,Fri,12.0,SameDay,0
Home,273.3,66.0,8.0,Thu,5.0,Standard,0
Electronics,31.52,46.0,0.0,Tue,8.0,SameDay,0
Toys,414.3,3.0,3.0,Mon,15.0,Expedited,1
Home,498.49,102.0,1.0,Thu,14.0,Expedited,0
Toys,72.57,84.0,9.0,Wed,3.0,Standard,0
Toys,40.82,36.0,0.0,Sun,13.0,Standard,0
Books,18.42,14.0,3.0,Mon,16.0,SameDay,0
Clothing,418.86,118.0,8.0,Wed,4.0,Expedited,1
Toys,228.83,22.0,1.0,Sat,13.0,SameDay,0
Clothing,201.05,11.0,2.0,Mon,14.0,SameDay,1
Toys,145.91,77.0,2.0,Mon,15.0,SameDay,0
Electronics,176.74,100.0,,Mon,11.0,Expedited,0
Books,38.88,101.0,1.0,Thu,20.0,Standard,0
Toys,93.93,82.0,7.0,Sun,13.0,SameDay,0
Books,259.8,76.0,2.0,Fri,15.0,Standard,0
Electronics,449.41,55.0,9.0,Tue,18.0,SameDay,1
Books,208.91,45.0,9.0,Tue,19.0,Expedited,0
Electronics,391.21,83.0,1.0,Wed,14.0,Standard,0
Home,,34.0,1.0,Fri,11.0,Expedited,0
Electronics,470.79,110.0,6.0,Tue,23.0,Expedited,1
Books,75.92,102.0,4.0,Tue,10.0,Standard,0
Books,205.57,106.0,1.0,Wed,7.0,Expedited,0
Toys,46.52,39.0,6.0,Sun,11.0,Standard,0
Books,379.54,57.0,3.0,Tue,11.0,Expedited,1
Clothing,381.22,77.0,0.0,Mon,5.0,Expedited,0
Home,249.05,28.0,7.0,Sun,17.0,Expedited,0
Electronics,236.36,,1.0,Sun,8.0,Expedited,0
Toys,257.44,83.0,1.0,Tue,13.0,Standard,0
Electronics,428.8,14.0,,Fri,2.0,SameDay,1
Toys,425.55,10.0,0.0,Tue,12.0,Standard,0
Toys,430.26,27.0,3.0,Tue,15.0,Standard,1
Toys,238.23,36.0,4.0,Sat,10.0,Expedited,0
Books,480.1,14.0,5.0,Wed,15.0,Expedited,1
Electronics,191.79,113.0,9.0,Sun,18.0,SameDay,0
Books,329.18,,2.0,Fri,12.0,Expedited,0
Home,448.3,71.0,5.0,Thu,20.0,Standard,1
Toys,206.15,23.0,2.0,Wed,9.0,Expedited,0
Books,163.68,66.0,0.0,Tue,7.0,SameDay,0
Books,127.37,79.0,3.0,Sat,9.0,Standard,0
Electronics,331.13,95.0,3.0,Thu,,Expedited,1
Clothing,145.63,51.0,7.0,Wed,4.0,SameDay,1
Home,398.56,72.0,0.0,Tue,21.0,SameDay,0
Books,191.21,44.0,4.0,Wed,8.0,Expedited,0
Toys,426.03,51.0,1.0,Wed,11.0,Expedited,0
Toys,,37.0,0.0,Mon,19.0,Standard,0
Toys,472.63,18.0,1.0,Sat,4.0,Standard,0
Home,411.68,34.0,6.0,Tue,,SameDay,1
Toys,370.03,79.0,8.0,Sun,5.0,Expedited,1
Clothing,147.17,48.0,3.0,Mon,5.0,Standard,0
Electronics,239.85,36.0,2.0,Mon,2.0,Standard,0
Electronics,304.13,75.0,5.0,Sat,6.0,SameDay,1
Home,329.11,96.0,8.0,Sun,18.0,SameDay,1
Toys,291.67,98.0,9.0,Mon,21.0,Standard,0
Books,145.83,37.0,7.0,Sat,4.0,Expedited,0
Electronics,190.54,101.0,6.0,Sun,3.0,Standard,0
Clothing,245.08,59.0,8.0,Mon,2.0,Standard,0
Home,100.33,79.0,2.0,Thu,7.0,SameDay,0
Home,,67.0,0.0,Sun,7.0,Expedited,0
Electronics,212.1,104.0,0.0,Fri,0.0,Standard,0
Books,132.82,18.0,7.0,Thu,5.0,SameDay,0
Toys,359.25,79.0,3.0,Sun,0.0,SameDay,1
Clothing,194.27,,8.0,Sat,18.0,Standard,0
Toys,315.26,82.0,0.0,Thu,16.0,Expedited,0
Home,,101.0,8.0,Wed,,Expedited,0
Electronics,356.62,28.0,1.0,Wed,16.0,Standard,0
Clothing,434.52,117.0,7.0,Fri,13.0,SameDay,1
Toys,226.84,21.0,0.0,Mon,,Standard,0
Clothing,419.13,,9.0,Thu,5.0,SameDay,1
Home,344.58,18.0,5.0,Sat,3.0,Expedited,1
Books,356.34,73.0,4.0,Sun,2.0,SameDay,1
Toys,457.04,7.0,1.0,Wed,2.0,SameDay,0
Electronics,418.96,52.0,9.0,Sun,0.0,Expedited,1
Electronics,445.74,114.0,6.0,Thu,14.0,Expedited,1
Clothing,228.85,105.0,8.0,Sun,23.0,Standard,0
Electronics,445.96,119.0,9.0,Wed,15.0,Expedited,1
Clothing,494.12,13.0,7.0,Fri,15.0,Expedited,1
Electronics,339.67,70.0,4.0,Wed,17.0,SameDay,1
Books,490.8,94.0,7.0,Tue,5.0,Expedited,1
Home,211.77,56.0,3.0,Thu,6.0,SameDay,0
Electronics,157.3,45.0,2.0,Tue,17.0,Expedited,0
Toys,412.88,45.0,9.0,Wed,15.0,SameDay,1
Home,308.28,66.0,2.0,Wed,8.0,Expedited,0
Clothing,454.68,78.0,2.0,Fri,15.0,Expedited,0
Toys,415.05,,2.0,Mon,19.0,Standard,0
Electronics,385.69,47.0,5.0,Fri,16.0,Expedited,1
Toys,324.63,29.0,7.0,Sun,12.0,Expedited,1
Books,,31.0,4.0,Thu,22.0,Expedited,0
Home,379.37,,0.0,Sun,18.0,SameDay,0
Books,128.73,90.0,9.0,Wed,17.0,SameDay,0
Books,277.58,91.0,9.0,Mon,13.0,Standard,0
Electronics,360.42,,6.0,Sun,10.0,Standard,1
Clothing,326.13,43.0,8.0,Mon,14.0,Standard,1
Toys,278.42,62.0,3.0,Thu,19.0,Expedited,0
Clothing,69.52,113.0,6.0,Tue,18.0,Standard,0
Clothing,228.9,10.0,3.0,Thu,23.0,SameDay,1
Clothing,498.72,106.0,4.0,Sat,,Expedited,1
Books,201.02,21.0,2.0,Sat,4.0,SameDay,0
Books,366.9,70.0,7.0,Tue,13.0,SameDay,1
Toys,,89.0,0.0,Fri,8.0,SameDay,0
Electronics,141.58,118.0,8.0,Mon,2.0,SameDay,0
Electronics,314.9,51.0,9.0,Sat,19.0,SameDay,1
Clothing,10.28,114.0,5.0,Fri,7.0,SameDay,1
Clothing,132.04,91.0,4.0,Mon,13.0,SameDay,1
Electronics,381.11,71.0,3.0,Tue,17.0,Expedited,1
Clothing,61.05,82.0,0.0,Sat,22.0,Expedited,0
Home,29.96,107.0,3.0,Fri,12.0,SameDay,0
Home,461.6,70.0,2.0,Tue,16.0,SameDay,0
Clothing,277.19,111.0,4.0,Mon,16.0,Expedited,0
Books,145.23,,0.0,Sun,11.0,SameDay,0
Clothing,475.51,53.0,8.0,Wed,6.0,Expedited,1
Clothing,,30.0,9.0,Mon,20.0,Standard,0
Books,454.19,43.0,2.0,Thu,0.0,SameDay,0
Clothing,433.53,70.0,5.0,Sat,23.0,SameDay,1
Clothing,393.61,79.0,0.0,Sat,7.0,SameDay,1
Toys,91.98,,5.0,Mon,21.0,Expedited,0
Books,344.94,81.0,,Fri,6.0,SameDay,1
Clothing,176.4,14.0,2.0,Thu,17.0,Expedited,0
Clothing,323.19,66.0,0.0,Mon,15.0,SameDay,1
Books,491.75,59.0,5.0,Sat,6.0,Standard,1
Toys,440.33,92.0,7.0,Sat,11.0,Standard,1
Toys,88.53,58.0,4.0,Sun,20.0,SameDay,0
Books,37.59,81.0,7.0,Tue,3.0,Expedited,0
Clothing,229.44,42.0,4.0,Sat,17.0,SameDay,1
Books,258.97,,1.0,Sat,15.0,Expedited,0
Books,120.64,62.0,0.0,Fri,13.0,SameDay,0
Clothing,391.44,48.0,4.0,Wed,14.0,SameDay,1
Books,294.19,72.0,8.0,Mon,4.0,SameDay,0
Books,343.8,19.0,7.0,Wed,7.0,Standard,1
Books,233.13,70.0,2.0,Fri,19.0,SameDay,0
Clothing,498.28,47.0,4.0,Thu,1.0,Expedited,1
Toys,373.88,81.0,8.0,Sat,22.0,Expedited,1
Home,145.85,28.0,4.0,Sat,5.0,Standard,0
Home,201.66,58.0,3.0,Fri,19.0,Expedited,0
Electronics,94.43,74.0,7.0,Fri,14.0,SameDay,0
Toys,,77.0,6.0,Wed,16.0,Standard,0
Home,85.01,65.0,1.0,Tue,21.0,Expedited,0
Clothing,194.61,79.0,,Sat,1.0,SameDay,1
Electronics,113.26,96.0,3.0,Wed,23.0,SameDay,0
Toys,351.9,75.0,7.0,Sat,10.0,SameDay,1
Electronics,384.34,50.0,8.0,Tue,11.0,SameDay,1
Home,12.03,85.0,2.0,Fri,3.0,Expedited,0
Toys,287.95,115.0,2.0,Sun,18.0,Expedited,0
Electronics,247.85,23.0,8.0,Tue,5.0,Standard,0
Books,171.13,74.0,2.0,Thu,7.0,SameDay,0
Books,487.75,97.0,5.0,Sat,17.0,Standard,1
Clothing,159.9,4.0,2.0,Sat,12.0,Expedited,1
Toys,405.91,27.0,8.0,Tue,0.0,Expedited,1
Electronics,69.52,,8.0,Sat,3.0,Expedited,0
Home,419.04,49.0,9.0,Fri,9.0,SameDay,1
Electronics,372.44,5.0,7.0,Thu,23.0,Standard,1
Clothing,128.06,86.0,9.0,Sat,10.0,Standard,0
Toys,9.72,98.0,4.0,Sat,6.0,Expedited,0
Clothing,385.04,14.0,7.0,Thu,14.0,Standard,1
Electronics,32.68,82.0,5.0,Thu,11.0,Expedited,0
Home,89.7,116.0,4.0,Fri,,Standard,0
Home,73.51,77.0,7.0,Mon,23.0,SameDay,0
Home,49.37,4.0,2.0,Fri,23.0,Expedited,1
Clothing,453.43,56.0,1.0,Fri,12.0,Standard,0
Home,67.77,108.0,4.0,Sat,14.0,SameDay,0
Clothing,386.76,103.0,9.0,Thu,5.0,SameDay,1
Books,,3.0,2.0,Sun,15.0,Expedited,1
Electronics,261.59,,1.0,Sat,6.0,Standard,0
Electronics,72.8,85.0,9.0,Fri,16.0,SameDay,0
Electronics,23.17,90.0,6.0,Mon,6.0,SameDay,0
Books,183.23,26.0,2.0,Sun,5.0,Standard,0
Books,248.81,4.0,0.0,Thu,3.0,Standard,0
Electronics,358.49,37.0,7.0,Wed,19.0,Standard,1
Books,334.64,84.0,3.0,Sat,21.0,Standard,1
Books,326.33,22.0,6.0,Thu,12.0,Standard,1
Electronics,216.61,10.0,8.0,Tue,19.0,Standard,0
Home,481.55,31.0,3.0,Wed,12.0,Standard,1
Clothing,111.06,73.0,3.0,Sun,21.0,SameDay,1
Clothing,248.48,103.0,3.0,Sun,10.0,Expedited,0
Home,482.09,48.0,8.0,Sat,6.0,Standard,1
Home,390.37,1.0,2.0,Mon,1.0,Expedited,1
Home,240.65,1.0,2.0,Sat,15.0,SameDay,1
Books,369.34,64.0,7.0,Fri,1.0,SameDay,1
Electronics,255.74,113.0,6.0,Fri,12.0,Expedited,0
Electronics,413.84,73.0,7.0,Mon,4.0,Standard,1
Clothing,,,0.0,Mon,4.0,Standard,0
Electronics,211.89,53.0,,Tue,4.0,Standard,0
Books,280.03,84.0,2.0,Sat,21.0,Expedited,0
Books,92.46,99.0,2.0,Sun,18.0,Expedited,0
Electronics,378.66,51.0,,Sat,16.0,Expedited,1
Home,247.16,63.0,2.0,Fri,7.0,Expedited,0
Home,404.02,113.0,6.0,Tue,17.0,SameDay,1
Home,102.01,71.0,2.0,Sat,13.0,SameDay,0
Electronics,383.5,79.0,3.0,Wed,21.0,Standard,1
Books,474.19,17.0,2.0,Fri,23.0,Expedited,0
Toys,33.83,17.0,7.0,Fri,22.0,Expedited,0
Toys,281.63,22.0,5.0,Thu,13.0,Standard,0
Home,449.16,79.0,6.0,Sat,4.0,SameDay,1
Clothing,239.78,93.0,5.0,Fri,0.0,SameDay,1
Clothing,267.78,,0.0,Tue,8.0,Expedited,0
Home,400.58,88.0,7.0,Tue,9.0,Standard,1
Toys,417.03,82.0,,Tue,10.0,Standard,1
Clothing,50.28,70.0,2.0,Sat,23.0,SameDay,1
Clothing,34.51,21.0,0.0,Mon,6.0,SameDay,1
Home,30.88,56.0,3.0,Thu,16.0,Expedited,0
Home,277.06,56.0,6.0,Fri,20.0,SameDay,0
Toys,378.51,49.0,5.0,Wed,7.0,SameDay,1
Home,469.53,,9.0,Fri,10.0,Standard,1
Clothing,286.89,80.0,5.0,Sun,20.0,Expedited,0
Home,181.25,62.0,9.0,Tue,16.0,SameDay,0
Books,419.04,53.0,6.0,Sun,15.0,Standard,1
Clothing,345.28,86.0,,Wed,16.0,Standard,0
Toys,475.62,74.0,,Fri,23.0,Expedited,0
Electronics,282.87,32.0,1.0,Sat,2.0,Expedited,0
Toys,249.16,119.0,7.0,Thu,13.0,SameDay,0
Electronics,276.72,26.0,3.0,Thu,8.0,Standard,0
Electronics,485.6,23.0,9.0,Sun,3.0,Expedited,1
Electronics,440.81,76.0,8.0,Tue,17.0,Expedited,1
Electronics,302.45,81.0,2.0,Thu,12.0,Expedited,0
Home,35.42,48.0,6.0,Sat,20.0,SameDay,0
Clothing,71.54,90.0,5.0,Thu,4.0,Expedited,0
Clothing,458.13,66.0,7.0,Sat,12.0,SameDay,1
Electronics,,5.0,6.0,Sat,21.0,Expedited,1
Electronics,,39.0,5.0,Mon,2.0,Standard,1
Home,154.87,90.0,7.0,Sun,11.0,SameDay,0
Books,330.31,113.0,2.0,Sat,6.0,Expedited,0
Toys,77.28,60.0,6.0,Sun,14.0,Standard,0
Electronics,308.75,112.0,8.0,Mon,17.0,Standard,1
Toys,69.04,21.0,5.0,Mon,16.0,SameDay,0
Toys,188.87,21.0,4.0,Sat,8.0,Expedited,0
Toys,271.06,62.0,6.0,Mon,17.0,Standard,0
Books,235.34,54.0,3.0,Tue,15.0,Standard,0
Toys,460.46,70.0,6.0,Mon,4.0,SameDay,1
Clothing,478.21,44.0,0.0,Thu,15.0,Expedited,0
Clothing,122.44,100.0,6.0,Wed,4.0,Expedited,0
Books,162.04,61.0,1.0,Sat,2.0,Expedited,0
Home,246.86,75.0,9.0,Thu,22.0,Expedited,0
Home,498.03,77.0,9.0,Sat,6.0,Expedited,1
Books,147.0,79.0,8.0,Mon,1.0,SameDay,0
Clothing,366.19,,4.0,Fri,22.0,Expedited,1
Toys,278.41,104.0,8.0,Tue,7.0,SameDay,0
Books,142.13,,5.0,Fri,2.0,SameDay,0
Books,413.81,104.0,0.0,Wed,12.0,Expedited,0
Home,484.2,3.0,6.0,Wed,6.0,Expedited,1
Electronics,28.47,47.0,3.0,Wed,,Expedited,0
Toys,250.64,11.0,4.0,Mon,9.0,Expedited,0
Electronics,129.19,112.0,0.0,Mon,15.0,SameDay,0
Clothing,5.11,90.0,8.0,Mon,2.0,Expedited,0
Toys,120.7,60.0,7.0,Tue,9.0,Standard,0
Home,432.02,4.0,2.0,Sun,7.0,SameDay,1
Electronics,,117.0,3.0,Wed,17.0,Standard,1
Books,104.17,6.0,4.0,Mon,23.0,Standard,0
Home,,118.0,0.0,Wed,23.0,Standard,0
Home,334.93,47.0,4.0,Fri,9.0,Expedited,1
Clothing,251.57,12.0,7.0,Mon,11.0,Standard,0
Clothing,302.47,57.0,2.0,Thu,5.0,Standard,0
Clothing,,92.0,8.0,Thu,16.0,SameDay,1
Toys,371.95,58.0,0.0,Wed,21.0,Expedited,0
Home,313.54,15.0,7.0,Sun,16.0,SameDay,1
Electronics,161.26,38.0,6.0,Sat,14.0,Expedited,0
Home,316.11,106.0,1.0,Thu,21.0,SameDay,0
Home,49.4,73.0,,Fri,17.0,Standard,0
Home,376.18,36.0,1.0,Fri,0.0,SameDay,0
Books,77.09,,0.0,Thu,6.0,Standard,0
Electronics,348.94,22.0,6.0,Mon,19.0,Expedited,1
Electronics,273.99,14.0,5.0,Thu,22.0,SameDay,0
Home,35.71,81.0,3.0,Fri,18.0,SameDay,0
Clothing,62.82,23.0,5.0,Fri,14.0,Expedited,0
Electronics,401.18,75.0,0.0,Wed,0.0,SameDay,0
Books,5.55,63.0,6.0,Mon,7.0,Standard,0
Clothing,167.89,30.0,0.0,Thu,1.0,SameDay,1
Electronics,136.16,86.0,2.0,Sun,11.0,SameDay,0
Toys,282.07,96.0,3.0,Tue,18.0,Expedited,0
Clothing,264.71,65.0,5.0,Sat,21.0,Expedited,0
Toys,152.16,,8.0,Wed,12.0,Expedited,0
Home,413.64,109.0,3.0,Fri,8.0,Expedited,1
Books,293.12,36.0,7.0,Sat,9.0,SameDay,0
Electronics,92.56,109.0,8.0,Wed,10.0,Expedited,0
Toys,465.43,60.0,2.0,Sun,13.0,Expedited,0
Clothing,445.47,27.0,3.0,Mon,4.0,Standard,1
Electronics,203.97,52.0,,Sun,12.0,Standard,0
Clothing,226.43,59.0,4.0,Fri,2.0,Expedited,0
Clothing,220.09,17.0,8.0,Thu,1.0,SameDay,1
Clothing,420.12,56.0,6.0,Tue,1.0,Expedited,1
Clothing,155.35,,1.0,Wed,11.0,Standard,0
Electronics,20.43,112.0,1.0,Sun,18.0,Standard,0
Books,138.21,46.0,0.0,Fri,10.0,SameDay,0
